year_month,station_id,station_name,station_name_en,station_attribute,metric,value,source_file
2021-11-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,40.0,dy_Report_2021.xml
2021-12-01,467650,日月潭,SUN MOON LAKE,署屬有人氣象站,Precipitation,26.0,dy_Report_2021.xml
2021-01-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,7.5,dy_Report_2021.xml
2021-02-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,54.0,dy_Report_2021.xml
2021-03-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,1.0,dy_Report_2021.xml
2021-04-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,29.5,dy_Report_2021.xml
2021-05-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,59.5,dy_Report_2021.xml
2021-06-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,110.5,dy_Report_2021.xml
2021-07-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,62.5,dy_Report_2021.xml
2021-08-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,183.0,dy_Report_2021.xml
2021-09-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,59.5,dy_Report_2021.xml
2021-10-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,630.5,dy_Report_2021.xml
2021-11-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,77.5,dy_Report_2021.xml
2021-12-01,467660,臺東,TAITUNG,署屬有人氣象站,Precipitation,77.5,dy_Report_2021.xml
2021-01-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,0.5,dy_Report_2021.xml
2021-02-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,83.5,dy_Report_2021.xml
2021-03-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,67.0,dy_Report_2021.xml
2021-04-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,43.0,dy_Report_2021.xml
2021-05-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,193.0,dy_Report_2021.xml
2021-06-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,49.5,dy_Report_2021.xml
2021-07-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,23.0,dy_Report_2021.xml
2021-08-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,409.0,dy_Report_2021.xml
2021-09-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,48.5,dy_Report_2021.xml
2021-10-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,48.5,dy_Report_2021.xml
2021-11-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,58.5,dy_Report_2021.xml
2021-12-01,467990,馬祖,MATSU,署屬有人氣象站,Precipitation,66.0,dy_Report_2021.xml
2021-01-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,46.0,dy_Report_2021.xml
2021-02-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,39.5,dy_Report_2021.xml
2021-03-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,113.5,dy_Report_2021.xml
2021-04-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,61.5,dy_Report_2021.xml
2021-05-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,143.0,dy_Report_2021.xml
2021-06-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,179.0,dy_Report_2021.xml
2021-07-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,291.0,dy_Report_2021.xml
2021-08-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,292.5,dy_Report_2021.xml
2021-09-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,76.0,dy_Report_2021.xml
2021-10-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,143.5,dy_Report_2021.xml
2021-11-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,70.0,dy_Report_2021.xml
2021-12-01,C0C700,中壢,Zhongli,署屬自動氣象站,Precipitation,63.0,dy_Report_2021.xml
2021-01-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,2.0,dy_Report_2021.xml
2021-02-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,29.0,dy_Report_2021.xml
2021-03-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,12.5,dy_Report_2021.xml
2021-04-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,22.0,dy_Report_2021.xml
2021-05-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,198.0,dy_Report_2021.xml
2021-06-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,779.5,dy_Report_2021.xml
2021-07-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,129.0,dy_Report_2021.xml
2021-08-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,657.5,dy_Report_2021.xml
2021-09-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,18.0,dy_Report_2021.xml
2021-10-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,10.0,dy_Report_2021.xml
2021-11-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,10.0,dy_Report_2021.xml
2021-12-01,C0G650,員林,Yuanlin,署屬自動氣象站,Precipitation,20.0,dy_Report_2021.xml
2021-01-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,4.5,dy_Report_2021.xml
2021-02-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,28.5,dy_Report_2021.xml
2021-03-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,11.5,dy_Report_2021.xml
2021-04-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,33.0,dy_Report_2021.xml
2021-05-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,162.0,dy_Report_2021.xml
2021-06-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,618.0,dy_Report_2021.xml
2021-07-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,396.0,dy_Report_2021.xml
2021-08-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,486.5,dy_Report_2021.xml
2021-09-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,71.0,dy_Report_2021.xml
2021-10-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,13.0,dy_Report_2021.xml
2021-11-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,8.0,dy_Report_2021.xml
2021-12-01,C0K400,斗六,Douliu,署屬自動氣象站,Precipitation,32.5,dy_Report_2021.xml
2021-01-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,11.0,dy_Report_2021.xml
2021-02-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,41.0,dy_Report_2021.xml
2021-03-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,58.0,dy_Report_2021.xml
2021-04-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,43.5,dy_Report_2021.xml
2021-05-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,268.0,dy_Report_2021.xml
2021-06-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,397.5,dy_Report_2021.xml
2021-07-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,275.0,dy_Report_2021.xml
2021-08-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,404.0,dy_Report_2021.xml
2021-09-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,65.0,dy_Report_2021.xml
2021-10-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,19.5,dy_Report_2021.xml
2021-11-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,9.5,dy_Report_2021.xml
2021-12-01,C1E770,公館,Gongguan,署屬自動氣象站,Precipitation,57.0,dy_Report_2021.xml
2022-01-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,116.5,dy_Report_2022.xml
2022-02-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,294.0,dy_Report_2022.xml
2022-03-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,211.5,dy_Report_2022.xml
2022-04-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,98.0,dy_Report_2022.xml
2022-05-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,486.5,dy_Report_2022.xml
2022-06-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,262.5,dy_Report_2022.xml
2022-07-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,185.5,dy_Report_2022.xml
2022-08-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,68.0,dy_Report_2022.xml
2022-09-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,249.5,dy_Report_2022.xml
2022-10-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,393.0,dy_Report_2022.xml
2022-11-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,147.5,dy_Report_2022.xml
2022-12-01,466880,板橋,BANQIAO,署屬有人氣象站,Precipitation,116.0,dy_Report_2022.xml
2022-01-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,97.0,dy_Report_2022.xml
2022-02-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,292.0,dy_Report_2022.xml
2022-03-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,178.5,dy_Report_2022.xml
2022-04-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,75.0,dy_Report_2022.xml
2022-05-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,472.5,dy_Report_2022.xml
2022-06-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,196.0,dy_Report_2022.xml
2022-07-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,56.0,dy_Report_2022.xml
2022-08-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,103.5,dy_Report_2022.xml
2022-09-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,323.5,dy_Report_2022.xml
2022-10-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,489.5,dy_Report_2022.xml
2022-11-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,141.0,dy_Report_2022.xml
2022-12-01,466900,淡水,TAMSUI,署屬有人氣象站,Precipitation,141.0,dy_Report_2022.xml
2022-01-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,329.0,dy_Report_2022.xml
2022-02-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,712.5,dy_Report_2022.xml
2022-03-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,249.0,dy_Report_2022.xml
2022-04-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,201.0,dy_Report_2022.xml
2022-05-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,694.5,dy_Report_2022.xml
2022-06-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,271.5,dy_Report_2022.xml
2022-07-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,73.0,dy_Report_2022.xml
2022-08-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,70.0,dy_Report_2022.xml
2022-09-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,1066.5,dy_Report_2022.xml
2022-10-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,2180.0,dy_Report_2022.xml
2022-11-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,621.5,dy_Report_2022.xml
2022-12-01,466910,鞍部,ANBU,署屬有人氣象站,Precipitation,765.0,dy_Report_2022.xml
2022-01-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,122.0,dy_Report_2022.xml
2022-02-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,252.0,dy_Report_2022.xml
2022-03-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,197.5,dy_Report_2022.xml
2022-04-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,108.5,dy_Report_2022.xml
2022-05-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,486.0,dy_Report_2022.xml
2022-06-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,234.5,dy_Report_2022.xml
2022-07-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,122.0,dy_Report_2022.xml
2022-08-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,218.5,dy_Report_2022.xml
2022-09-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,256.0,dy_Report_2022.xml
2022-10-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,449.5,dy_Report_2022.xml
2022-11-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,119.5,dy_Report_2022.xml
2022-12-01,466920,臺北,TAIPEI,署屬有人氣象站,Precipitation,90.5,dy_Report_2022.xml
2022-01-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,221.0,dy_Report_2022.xml
2022-02-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,636.0,dy_Report_2022.xml
2022-03-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,179.5,dy_Report_2022.xml
2022-04-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,185.0,dy_Report_2022.xml
2022-05-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,561.0,dy_Report_2022.xml
2022-06-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,209.0,dy_Report_2022.xml
2022-07-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,79.5,dy_Report_2022.xml
2022-08-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,101.0,dy_Report_2022.xml
2022-09-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,977.5,dy_Report_2022.xml
2022-10-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,2426.0,dy_Report_2022.xml
2022-11-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,430.0,dy_Report_2022.xml
2022-12-01,466930,竹子湖,ZHUZIHU,署屬有人氣象站,Precipitation,750.0,dy_Report_2022.xml
2022-01-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,461.0,dy_Report_2022.xml
2022-02-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,829.5,dy_Report_2022.xml
2022-03-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,300.5,dy_Report_2022.xml
2022-04-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,117.5,dy_Report_2022.xml
2022-05-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,728.5,dy_Report_2022.xml
2022-06-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,181.0,dy_Report_2022.xml
2022-07-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,31.0,dy_Report_2022.xml
2022-08-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,54.0,dy_Report_2022.xml
2022-09-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,412.5,dy_Report_2022.xml
2022-10-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,1004.5,dy_Report_2022.xml
2022-11-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,571.5,dy_Report_2022.xml
2022-12-01,466940,基隆,KEELUNG,署屬有人氣象站,Precipitation,877.0,dy_Report_2022.xml
2022-01-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,116.5,dy_Report_2022.xml
2022-02-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,175.0,dy_Report_2022.xml
2022-03-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,126.0,dy_Report_2022.xml
2022-04-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,77.5,dy_Report_2022.xml
2022-05-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,434.5,dy_Report_2022.xml
2022-06-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,302.0,dy_Report_2022.xml
2022-07-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,46.0,dy_Report_2022.xml
2022-08-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,109.5,dy_Report_2022.xml
2022-09-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,210.0,dy_Report_2022.xml
2022-10-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,251.0,dy_Report_2022.xml
2022-11-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,176.5,dy_Report_2022.xml
2022-12-01,466950,彭佳嶼,PENGJIAYU,署屬有人氣象站,Precipitation,147.5,dy_Report_2022.xml
2022-01-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,178.5,dy_Report_2022.xml
2022-02-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,49.0,dy_Report_2022.xml
2022-03-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,37.5,dy_Report_2022.xml
2022-04-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,104.5,dy_Report_2022.xml
2022-05-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,237.0,dy_Report_2022.xml
2022-06-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,136.0,dy_Report_2022.xml
2022-07-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,76.5,dy_Report_2022.xml
2022-08-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,20.0,dy_Report_2022.xml
2022-09-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,117.5,dy_Report_2022.xml
2022-10-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,878.0,dy_Report_2022.xml
2022-11-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,65.5,dy_Report_2022.xml
2022-12-01,466990,花蓮,HUALIEN,署屬有人氣象站,Precipitation,22.5,dy_Report_2022.xml
2022-01-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,85.0,dy_Report_2022.xml
2022-02-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,257.0,dy_Report_2022.xml
2022-03-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,155.5,dy_Report_2022.xml
2022-04-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,59.5,dy_Report_2022.xml
2022-05-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,528.0,dy_Report_2022.xml
2022-06-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,215.0,dy_Report_2022.xml
2022-07-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,68.0,dy_Report_2022.xml
2022-08-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,29.0,dy_Report_2022.xml
2022-09-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,46.0,dy_Report_2022.xml
2022-10-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,170.5,dy_Report_2022.xml
2022-11-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,120.5,dy_Report_2022.xml
2022-12-01,467050,新屋,XINWU,署屬有人氣象站,Precipitation,122.5,dy_Report_2022.xml
2022-01-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,905.0,dy_Report_2022.xml
2022-02-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,917.5,dy_Report_2022.xml
2022-03-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,164.5,dy_Report_2022.xml
2022-04-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,103.5,dy_Report_2022.xml
2022-05-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,534.0,dy_Report_2022.xml
2022-06-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,198.5,dy_Report_2022.xml
2022-07-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,25.5,dy_Report_2022.xml
2022-08-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,30.0,dy_Report_2022.xml
2022-09-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,319.5,dy_Report_2022.xml
2022-10-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,1201.5,dy_Report_2022.xml
2022-11-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,1174.5,dy_Report_2022.xml
2022-12-01,467060,蘇澳,SU-AO,署屬有人氣象站,Precipitation,987.0,dy_Report_2022.xml
2022-01-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,352.5,dy_Report_2022.xml
2022-02-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,404.5,dy_Report_2022.xml
2022-03-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,145.0,dy_Report_2022.xml
2022-04-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,54.0,dy_Report_2022.xml
2022-05-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,342.5,dy_Report_2022.xml
2022-06-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,151.5,dy_Report_2022.xml
2022-07-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,11.0,dy_Report_2022.xml
2022-08-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,34.0,dy_Report_2022.xml
2022-09-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,262.5,dy_Report_2022.xml
2022-10-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,780.0,dy_Report_2022.xml
2022-11-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,667.5,dy_Report_2022.xml
2022-12-01,467080,宜蘭,YILAN,署屬有人氣象站,Precipitation,412.0,dy_Report_2022.xml
2022-01-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,47.5,dy_Report_2022.xml
2022-02-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,179.5,dy_Report_2022.xml
2022-03-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,102.0,dy_Report_2022.xml
2022-04-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,18.0,dy_Report_2022.xml
2022-05-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,214.5,dy_Report_2022.xml
2022-06-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,184.5,dy_Report_2022.xml
2022-07-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,120.0,dy_Report_2022.xml
2022-08-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,34.0,dy_Report_2022.xml
2022-09-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,31.0,dy_Report_2022.xml
2022-10-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,,dy_Report_2022.xml
2022-11-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,47.5,dy_Report_2022.xml
2022-12-01,467110,金門,KINMEN,署屬有人氣象站,Precipitation,19.0,dy_Report_2022.xml
2022-01-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,30.0,dy_Report_2022.xml
2022-02-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,106.0,dy_Report_2022.xml
2022-03-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,112.0,dy_Report_2022.xml
2022-04-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,38.5,dy_Report_2022.xml
2022-05-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,298.0,dy_Report_2022.xml
2022-06-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,200.0,dy_Report_2022.xml
2022-07-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,49.5,dy_Report_2022.xml
2022-08-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,297.5,dy_Report_2022.xml
2022-09-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,47.0,dy_Report_2022.xml
2022-10-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,5.5,dy_Report_2022.xml
2022-11-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,1.0,dy_Report_2022.xml
2022-12-01,467270,田中,TianZhong,署屬有人氣象站,Precipitation,8.5,dy_Report_2022.xml
2022-01-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,26.5,dy_Report_2022.xml
2022-02-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,84.5,dy_Report_2022.xml
2022-03-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,60.0,dy_Report_2022.xml
2022-04-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,57.5,dy_Report_2022.xml
2022-05-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,270.0,dy_Report_2022.xml
2022-06-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,123.0,dy_Report_2022.xml
2022-07-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,82.5,dy_Report_2022.xml
2022-08-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,87.0,dy_Report_2022.xml
2022-09-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,7.0,dy_Report_2022.xml
2022-10-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,6.0,dy_Report_2022.xml
2022-11-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,6.0,dy_Report_2022.xml
2022-12-01,467300,東吉島,DONGJIDAO,署屬有人氣象站,Precipitation,8.0,dy_Report_2022.xml
2022-01-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,24.5,dy_Report_2022.xml
2022-02-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,85.0,dy_Report_2022.xml
2022-03-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,79.5,dy_Report_2022.xml
2022-04-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,4.0,dy_Report_2022.xml
2022-05-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,311.0,dy_Report_2022.xml
2022-06-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,225.0,dy_Report_2022.xml
2022-07-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,36.5,dy_Report_2022.xml
2022-08-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,132.0,dy_Report_2022.xml
2022-09-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,3.0,dy_Report_2022.xml
2022-10-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,7.5,dy_Report_2022.xml
2022-11-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,6.5,dy_Report_2022.xml
2022-12-01,467350,澎湖,PENGHU,署屬有人氣象站,Precipitation,7.0,dy_Report_2022.xml
2022-01-01,467410,臺南,TAINAN,署屬有人氣象站,Precipitation,40.5,dy_Report_2022.xml
2022-02-01,467410,臺南,TAINAN,署屬有人氣象站,Precipitation,51.0,dy_Report_2022.xml
2022-03-01,467410,臺南,TAINAN,署屬有人氣象站,Precipitation,27.0,dy_Report_2022.xml
2022-04-01,467410,臺南,TAINAN,署屬有人氣象站,Precipitation,6.0,dy_Report_2022.xml
2022-05-01,467410,臺南,TAINAN,署屬有人氣象站,Precipitation,223.0,dy_Report_2022.xml
2022-06-01,467410,臺南,TAINAN,署屬有人氣象站,Precipitation,154.0,dy_Report_2022.xml
2022-07-01,467410,臺南,TAINAN,署屬有人氣象站,Precipitation,165.0,dy_Report_2022.xml
